sample;t_index;node;node_clock;degree;C0;C1;C2;C3;C4;C5;C6;C7
K15_N36_amp15_idx6_seed686319836;270;2;0;15;3;4;0;0;3;0;4;1
K15_N36_amp15_idx6_seed686319836;270;11;0;15;4;3;0;0;1;0;4;3
K15_N36_amp15_idx6_seed686319836;270;15;0;15;1;4;0;0;5;0;2;3
K15_N36_amp15_idx6_seed686319836;270;22;0;15;4;4;0;0;2;0;4;1
K15_N36_amp15_idx6_seed686319836;270;24;0;15;2;4;0;0;1;0;4;4
K15_N36_amp15_idx6_seed686319836;270;26;0;15;3;3;0;0;3;0;3;3
K15_N36_amp15_idx6_seed686319836;270;31;0;15;4;2;0;0;5;0;2;2
K15_N36_amp15_idx6_seed686319836;270;35;0;15;3;4;0;0;3;0;1;4
K15_N36_amp15_idx6_seed686319836;270;16;1;15;5;3;0;0;1;0;4;2
K15_N36_amp15_idx6_seed686319836;270;18;1;15;4;4;0;0;2;0;3;2
K15_N36_amp15_idx6_seed686319836;270;21;1;15;3;5;0;0;1;0;6;0
K15_N36_amp15_idx6_seed686319836;270;25;1;15;4;5;0;0;3;0;2;1
K15_N36_amp15_idx6_seed686319836;270;28;1;15;4;5;0;0;1;0;3;2
K15_N36_amp15_idx6_seed686319836;270;30;1;15;4;4;0;0;3;0;2;2
K15_N36_amp15_idx6_seed686319836;270;32;1;15;4;4;0;0;2;0;3;2
K15_N36_amp15_idx6_seed686319836;270;4;4;15;3;1;0;0;5;0;3;3
K15_N36_amp15_idx6_seed686319836;270;5;4;15;3;2;0;0;3;0;6;1
K15_N36_amp15_idx6_seed686319836;270;8;4;15;4;2;0;0;3;0;5;1
K15_N36_amp15_idx6_seed686319836;270;10;4;15;1;3;0;0;3;0;7;1
K15_N36_amp15_idx6_seed686319836;270;19;4;15;5;2;0;0;4;0;4;0
K15_N36_amp15_idx6_seed686319836;270;29;4;15;4;1;0;0;4;0;4;2
K15_N36_amp15_idx6_seed686319836;270;33;4;15;3;2;0;0;4;0;4;2
K15_N36_amp15_idx6_seed686319836;270;7;6;15;4;2;0;0;3;0;4;2
K15_N36_amp15_idx6_seed686319836;270;9;6;15;3;2;0;0;3;0;5;2
K15_N36_amp15_idx6_seed686319836;270;12;6;15;2;2;0;0;6;0;4;1
K15_N36_amp15_idx6_seed686319836;270;13;6;15;2;2;0;0;4;0;5;2
K15_N36_amp15_idx6_seed686319836;270;14;6;15;3;3;0;0;2;0;6;1
K15_N36_amp15_idx6_seed686319836;270;17;6;15;3;3;0;0;3;0;1;5
K15_N36_amp15_idx6_seed686319836;270;20;6;15;2;3;0;0;5;0;4;1
K15_N36_amp15_idx6_seed686319836;270;23;6;15;2;4;0;0;4;0;5;0
K15_N36_amp15_idx6_seed686319836;270;34;6;15;3;2;0;0;3;0;4;3
K15_N36_amp15_idx6_seed686319836;270;0;7;15;5;1;0;0;2;0;4;3
K15_N36_amp15_idx6_seed686319836;270;1;7;15;4;3;0;0;1;0;4;3
K15_N36_amp15_idx6_seed686319836;270;3;7;15;4;4;0;0;1;0;3;3
K15_N36_amp15_idx6_seed686319836;270;6;7;15;5;1;0;0;3;0;3;3
K15_N36_amp15_idx6_seed686319836;270;27;7;15;3;2;0;0;3;0;3;4


sample;t_index;node;node_clock;degree;C0;C1;C2;C3;C4;C5;C6;C7
K15_N36_amp15_idx6_seed686319836;271;0;0;15;3;5;1;0;0;0;2;4
K15_N36_amp15_idx6_seed686319836;271;1;0;15;3;4;3;0;0;0;1;4
K15_N36_amp15_idx6_seed686319836;271;3;0;15;3;4;4;0;0;0;1;3
K15_N36_amp15_idx6_seed686319836;271;6;0;15;3;5;1;0;0;0;3;3
K15_N36_amp15_idx6_seed686319836;271;27;0;15;4;3;2;0;0;0;3;3
K15_N36_amp15_idx6_seed686319836;271;2;1;15;1;3;4;0;0;0;3;4
K15_N36_amp15_idx6_seed686319836;271;11;1;15;3;4;3;0;0;0;1;4
K15_N36_amp15_idx6_seed686319836;271;15;1;15;3;1;4;0;0;0;5;2
