6,2,19,4,11,18,7,22,13,18,14,12,20,20,17,9,10,18,17,17,13,23,21,18,23,2,12,20,22,15,18,13,19,11,3,19,17,14,9,10,16,19,22,15,4,6,21,17,21,4,9,6,10,18,0,10,22,18,2,0,16,23,16,15,19,16,16,22,23,11,0,14,18,14,5,3,20,3,14,11,11,3,17,8,18,18,7,2,10,22,1,4,15,11,3,12,9,11,3,14,10,1,3,13,5,5,19,17,21,23,20,18,19,18,7,1,16,12,18,23,4,19,20,21,14,8,5,22,14,6,15,6,17,14,1,17,15,18,1,8,2,6,9,6,23,18,23,16,11,3
7,3,20,5,12,19,8,23,14,19,15,13,21,21,18,10,11,19,18,18,14,0,22,19,0,3,13,21,23,16,19,14,20,12,4,20,18,15,10,11,17,20,23,16,5,7,22,18,22,5,10,7,11,19,1,11,23,19,3,1,17,0,17,16,20,17,17,23,0,12,1,15,19,15,6,4,21,4,15,12,12,4,18,9,19,19,8,3,11,23,2,5,16,12,4,13,10,12,4,15,11,2,4,14,6,6,20,18,22,0,21,19,20,19,8,2,17,13,19,0,5,20,21,22,15,9,6,23,15,7,16,7,18,15,2,18,16,19,2,9,3,7,10,7,0,19,0,17,12,4
8,4,21,6,13,20,9,0,15,20,16,14,22,22,19,11,12,20,19,19,15,1,23,20,1,4,14,22,0,17,20,15,21,13,5,21,19,16,11,12,18,21,0,17,6,8,23,19,23,6,11,8,12,20,2,12,0,20,4,2,18,1,18,17,21,18,18,0,1,13,2,16,20,16,7,5,22,5,16,13,13,5,19,10,20,20,9,4,12,0,3,6,17,13,5,14,11,13,5,16,12,3,5,15,7,7,21,19,23,1,22,20,21,20,9,3,18,14,20,1,6,21,22,23,16,10,7,0,16,8,17,8,19,16,3,19,17,20,3,10,4,8,11,8,1,20,1,18,13,5
9,5,22,7,14,21,10,1,16,21,17,15,23,23,20,12,13,21,20,20,16,2,0,21,2,5,15,23,1,18,21,16,22,14,6,22,20,17,12,13,19,22,1,18,7,9,0,20,0,7,12,9,13,21,3,13,1,21,5,3,19,2,19,18,22,19,19,1,2,14,3,17,21,17,8,6,23,6,17,14,14,6,20,11,21,21,10,5,13,1,4,7,18,14,6,15,12,14,6,17,13,4,6,16,8,8,22,20,0,2,23,21,22,21,10,4,19,15,21,2,7,22,23,0,17,11,8,1,17,9,18,9,20,17,4,20,18,21,4,11,5,9,12,9,2,21,2,19,14,6
10,6,23,8,15,22,11,2,17,22,18,16,0,0,21,13,14,22,21,21,17,3,1,22,3,6,16,0,2,19,22,17,23,15,7,23,21,18,13,14,20,23,2,19,8,10,1,21,1,8,13,10,14,22,4,14,2,22,6,4,20,3,20,19,23,20,20,2,3,15,4,18,22,18,9,7,0,7,18,15,15,7,21,12,22,22,11,6,14,2,5,8,19,15,7,16,13,15,7,18,14,5,7,17,9,9,23,21,1,3,0,22,23,22,11,5,20,16,22,3,8,23,0,1,18,12,9,2,18,10,19,10,21,18,5,21,19,22,5,12,6,10,13,10,3,22,3,20,15,7
11,7,0,9,16,23,12,3,18,23,19,17,1,1,22,14,15,23,22,22,18,4,2,23,4,7,17,1,3,20,23,18,0,16,8,0,22,19,14,15,21,0,3,20,9,11,2,22,2,9,14,11,15,23,5,15,3,23,7,5,21,4,21,20,0,21,21,3,4,16,5,19,23,19,10,8,1,8,19,16,16,8,22,13,23,23,12,7,15,3,6,9,20,16,8,17,14,16,8,19,15,6,8,18,10,10,0,22,2,4,1,23,0,23,12,6,21,17,23,4,9,0,1,2,19,13,10,3,19,11,20,11,22,19,6,22,20,23,6,13,7,11,14,11,4,23,4,21,16,8
12,8,1,10,17,0,13,4,19,0,20,18,2,2,23,15,16,0,23,23,19,5,3,0,5,8,18,2,4,21,0,19,1,17,9,1,23,20,15,16,22,1,4,21,10,12,3,23,3,10,15,12,16,0,6,16,4,0,8,6,22,5,22,21,1,22,22,4,5,17,6,20,0,20,11,9,2,9,20,17,17,9,23,14,0,0,13,8,16,4,7,10,21,17,9,18,15,17,9,20,16,7,9,19,11,11,1,23,3,5,2,0,1,0,13,7,22,18,0,5,10,1,2,3,20,14,11,4,20,12,21,12,23,20,7,23,21,0,7,14,8,12,15,12,5,0,5,22,17,9
13,9,2,11,18,1,14,5,20,1,21,19,3,3,0,16,17,1,0,0,20,6,4,1,6,9,19,3,5,22,1,20,2,18,10,2,0,21,16,17,23,2,5,22,11,13,4,0,4,11,16,13,17,1,7,17,5,1,9,7,23,6,23,22,2,23,23,5,6,18,7,21,1,21,12,10,3,10,21,18,18,10,0,15,1,1,14,9,17,5,8,11,22,18,10,19,16,18,10,21,17,8,10,20,12,12,2,0,4,6,3,1,2,1,14,8,23,19,1,6,11,2,3,4,21,15,12,5,21,13,22,13,0,21,8,0,22,1,8,15,9,13,16,13,6,1,6,23,18,10
14,10,3,12,19,2,15,6,21,2,22,20,4,4,1,17,18,2,1,1,21,7,5,2,7,10,20,4,6,23,2,21,3,19,11,3,1,22,17,18,0,3,6,23,12,14,5,1,5,12,17,14,18,2,8,18,6,2,10,8,0,7,0,23,3,0,0,6,7,19,8,22,2,22,13,11,4,11,22,19,19,11,1,16,2,2,15,10,18,6,9,12,23,19,11,20,17,19,11,22,18,9,11,21,13,13,3,1,5,7,4,2,3,2,15,9,0,20,2,7,12,3,4,5,22,16,13,6,22,14,23,14,1,22,9,1,23,2,9,16,10,14,17,14,7,2,7,0,19,11
15,11,4,13,20,3,16,7,22,3,23,21,5,5,2,18,19,3,2,2,22,8,6,3,8,11,21,5,7,0,3,22,4,20,12,4,2,23,18,19,1,4,7,0,13,15,6,2,6,13,18,15,19,3,9,19,7,3,11,9,1,8,1,0,4,1,1,7,8,20,9,23,3,23,14,12,5,12,23,20,20,12,2,17,3,3,16,11,19,7,10,13,0,20,12,21,18,20,12,23,19,10,12,22,14,14,4,2,6,8,5,3,4,3,16,10,1,21,3,8,13,4,5,6,23,17,14,7,23,15,0,15,2,23,10,2,0,3,10,17,11,15,18,15,8,3,8,1,20,12
