amplitude_bin;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
16;0.0;47.0;1.0;25.0;2.0;15.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;3.0;4.0;7.0;14.0;12.0;39.0;10.0
15;0.0;56.0;3.0;38.0;4.0;15.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
14;8.0;60.0;2.0;24.0;3.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;3.0;16.0;9.0;27.0;13.0;40.0;25.0;33.0;24.0
13;0.0;54.0;3.0;27.0;3.0;14.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;3.0
12;15.0;68.0;8.0;26.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;3.0;12.0;8.0;26.0;18.0;43.0;25.0;55.0;27.0;66.0;46.0
11;0.0;63.0;2.0;22.0;3.0;8.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;5.0;3.0;3.0;2.0;5.0;4.0;9.0;10.0
10;87.0;62.0;29.0;11.0;12.0;10.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;3.0;9.0;5.0;23.0;13.0;29.0;16.0;57.0;28.0;52.0;36.0;65.0;42.0
9;0.0;60.0;2.0;14.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;3.0;3.0;9.0;6.0;7.0;9.0;4.0;13.0;12.0
8;182.0;49.0;113.0;9.0;69.0;2.0;29.0;2.0;12.0;0.0;4.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;4.0;2.0;6.0;4.0;3.0;5.0;3.0;7.0;7.0;13.0
7;0.0;56.0;1.0;10.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;333.0;33.0;292.0;8.0;179.0;10.0;100.0;1.0;52.0;0.0;23.0;0.0;9.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;10.0
5;0.0;29.0;2.0;7.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;276.0;26.0;344.0;7.0;276.0;3.0;162.0;1.0;94.0;0.0;36.0;1.0;22.0;0.0;11.0;0.0;3.0;0.0;6.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;9.0
3;0.0;12.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;98.0;5.0;161.0;1.0;93.0;1.0;81.0;0.0;43.0;1.0;25.0;0.0;20.0;0.0;14.0;0.0;5.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;10.0
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0
